Date,Volume,Number of Unique Addresses,Total Transactions,Miner Revenue,Hash Rate,Difficulty,Manpool Count,Average Block Size,Google Trends,positive_news_count,neutral_news_count,negative_news_count,avg_news_sentiment_score,avg_stackex_sentiment_score,Fear & Greed Index,BTC_return,DASH_return,DOGE_return,ETH_return,LTC_return,XRP_return,Gold_return,Silver_return,Copper_return,Oil_return,DXY_return,10Y_Treasury_return,DJIA_return,SP500_return,NASDAQ_return,JP225_return,CSI300_return,SGD/USD_return,RUB/USD_return,JPY/USD_return,GBP/USD_return,EUR/USD_return,CNY/USD_return,CAD/USD_return,AUD/USD_return,is_difficulty_updated,Next_Day_BTC_Return
16/10/19,16071646996,545056,464942535,14633533.22,96238944.06,1.30081E+13,22016.14583,1.116763881,56,285,429,557,-0.084009599,-0.075,40,-0.019236464,-0.043892373,0.038645418,-0.029726475,-0.036784572,-0.01406986,0.007038457,0.002484358,-0.009408653,0.01041468,-0.002848701,-0.012987014,-0.000844421,-0.001999543,-0.003010266,0.011964987,-0.003446021,-0.001583886,-0.000449756,-0.003902016,0.011804053,0.000518632,-0.002006911,0.001666224,-0.003276559,0,0.007006411
17/10/19,14313052244,545056,464942535,14633533.22,94440182.25,1.30081E+13,22016.14583,1.116763881,55,316,360,561,-0.088294503,0.058653846,40,0.007006411,0.01117045,0.056770234,0.011447115,0.037060722,0.062095918,0.002889818,0.010662179,0.002907514,0.010682153,-0.004081232,0.005148709,0.000885135,0.002762832,0.004021319,-0.000937152,0.000646547,0.000292051,0.003085428,0.001305767,0.004949595,0.003643043,-0.001678149,0.000151823,0.000472369,0,-0.016128461
18/10/19,15651592610,545056,464942535,14633533.22,94440182.25,1.30081E+13,22016.14583,1.116763881,52,327,448,218,-0.011889728,-0.009438776,40,-0.016128461,-0.015901398,-0.017785844,-0.024754557,-0.02537665,-0.024180087,-0.002747502,-0.001938783,0.014688871,-0.002781412,-0.00338082,-0.005691514,-0.009460622,-0.003919345,-0.008251967,0.001818126,-0.014226942,0.004411011,0.000256328,0.000869376,0.003493504,0.004717863,0.002305128,0.004886638,0.010224395,0,0.001925577
19/10/19,13797825640,545056,466295480,14633533.22,94440182.25,1.30081E+13,22016.14583,1.116763881,49,254,255,92,0.054838602,0.1,41,0.001925577,-0.006512246,0.013673319,-0.004079643,0.010148885,-0.006721876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029231496
20/10/19,15504249442,437713,466295480,14984777.03,94440182.25,1.30081E+13,22016.14583,0.84529661,48,277,315,66,0.083884347,0.003571429,37,0.029231496,0.023314314,-0.004739336,0.015159952,0.016652431,0.003948461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002632252
21/10/19,15868748866,437713,466295480,14984777.03,95055454.39,1.30081E+13,22016.14583,0.84529661,52,281,390,105,0.077389304,0,37,0.002632252,-0.004047792,0.016117216,-0.003494404,7.13E-05,-0.004079119,-0.003897277,0.001371172,0.00380952,-0.00873926,0.000514012,0.025758487,0.002145722,0.006871616,0.00907965,0.002499511,0.002962259,0.000888427,0.002754821,0.001520087,0.002457921,0.002565789,-0.00060857,0.000290301,0.003259849,0,-0.020078019
22/10/19,16803377857,437713,466295480,14984777.03,95055454.39,1.30081E+13,22016.14583,0.84529661,52,254,330,69,0.106906432,0.035493827,39,-0.020078019,-0.020710307,-0.075342466,-0.014978948,-0.021732297,-0.004682964,-0.000472256,-0.005078101,-0.004933591,0.015944447,0.002054834,-0.013392884,-0.001473891,-0.003568667,-0.00718982,0,0.003875733,0.001704374,0.002555584,-0.001734605,0.005538661,-0.000356767,0.002039241,0.00346816,0.003339798,0,-0.06975948
23/10/19,21942878958,437713,467582972,14984777.03,95055454.39,1.30081E+13,22016.14583,0.84529661,71,250,270,100,0.082312258,0.015625,33,-0.06975948,-0.065181301,-0.027290448,-0.057446442,-0.076592322,-0.059888763,0.005534233,0.004587941,0.015446196,0.033419523,-0.00061517,-0.005090533,0.001711566,0.002847149,0.00191136,0.003391761,-0.006364697,-0.000895656,0.001147081,0.001086012,-0.00669998,-0.002014034,-0.001399125,-0.000564033,-0.00135214,0,-0.0028189
24/10/19,16268708849,515253,467582972,12594197.43,95055454.39,1.30081E+13,22016.14583,1.091473233,62,242,279,124,0.038264496,0.105,20,-0.0028189,0.001973103,0.017234469,-0.001442326,0.008860101,0.015860262,0.006040674,0.01267341,-0.001314548,0.004645316,0.00164149,0.003979584,-0.001059103,0.001920446,0.008129492,0.005534437,-0.000107722,0.000440055,-0.003882877,-0.001410284,0.002985696,0.000278544,0.001641676,0.001605323,-0.001603195,0,0.155763418
25/10/19,28705065488,515253,467582972,12594197.43,100207780.9,1.30081E+13,22016.14583,1.091473233,70,313,319,253,-0.030918192,0.014285714,24,0.155763418,0.111359839,0.057525611,0.119349036,0.137241182,0.070645029,0.000400278,0.006877487,0.002820674,0.007647169,0.002048598,0.019818781,0.005690291,0.004072701,0.007002408,0.002163061,0.006749352,-0.001349544,-0.002044859,0.00032591,-0.006420217,-0.002553809,-0.000494521,0.000184329,-0.004915113,0,0.067462497
26/10/19,44496255609,515253,467582972,12594197.43,100207780.9,1.36915E+13,22016.14583,1.091473233,100,174,185,60,0.056962291,-0.0375,53,0.067462497,0.005181783,-0.023099851,-0.009297593,-0.002876013,-0.014978277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03317935
27/10/19,32593129501,515253,468869146,12594197.43,100207780.9,1.36915E+13,22016.14583,1.091473233,69,202,257,40,0.083009419,-0.03986014,50,0.03317935,0.014616028,0.012204424,0.024504276,0.055283535,0.014984726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030943805
28/10/19,30948255332,540579,468869146,16254462.72,100207780.9,1.36915E+13,22016.14583,1.200985948,74,360,354,99,0.114850677,-0.040909091,52,-0.030943805,0.007049957,-0.003014318,-0.008572447,-0.029828615,-0.007021094,-0.006335445,-0.00251946,0.002250067,-0.015001738,-0.000715524,0.028872874,0.004920983,0.005581338,0.010053246,0.002958752,0.007645442,0.000366819,0.003265672,-0.001194613,-0.000641731,-0.001774142,0.00048063,0.000581642,0.001081179,0,0.018532445
29/10/19,28426779937,540579,468869146,16254462.72,95375220.79,1.36915E+13,22016.14583,1.200985948,69,286,330,100,0.103656983,-0.036363636,54,0.018532445,0.017238467,0.003401361,0.04204339,0.029982474,0.020097467,-0.002013423,-0.002525823,0.003741812,-0.004837851,-0.000716036,-0.009713981,-0.000710936,-0.000832405,-0.005902076,0.004673113,-0.004166216,0.000704744,0.002233852,-0.002174622,0.001980201,0.001343346,-0.000310846,0.000566934,0.002286049,0,-0.023543519
30/10/19,27706531577,540579,468869146,16254462.72,95375220.79,1.36915E+13,22016.14583,1.200985948,61,284,283,117,0.077090936,0.022222222,53,-0.023543519,-0.013007024,-0.014689266,-0.029685455,-0.024196814,-0.017886666,0.004169436,0.002475979,-0.000745519,-0.008642412,-0.000409468,-0.02016352,0.004256457,0.00325337,0.003277921,-0.005702576,-0.004859182,0.000132132,-0.004075654,0.000871745,0.000720206,0.00141182,0.000282676,-0.002552369,0.002381718,0,-0.00066715
31/10/19,26583653947,540579,470055810,16254462.72,95375220.79,1.36915E+13,22016.14583,1.200985948,60,288,271,102,0.067278366,-0.05,50,-0.00066715,-0.005246663,-0.000382263,-0.003926806,0.006157284,-0.000664373,0.012188638,0.011170329,-0.017720624,-0.015982583,-0.003072228,-0.059510564,-0.005166461,-0.003022861,-0.001399343,0.00367375,-0.001149664,0.000956125,0.003005307,0.000762112,0.002722532,0.003569109,0.001490692,-0.005802356,0.006124661,0,0.006687207
1/11/19,24324691031,563151,470055810,15476389.78,95375220.79,1.36915E+13,22016.14583,1.241092908,57,251,261,111,0.072204334,0.1,49,0.006687207,-0.001239646,0.005736138,1.62E-05,-0.003352131,-0.012538862,-0.002249586,-0.000555137,0.006836357,0.037283138,-0.00112995,0.02188058,0.011133859,0.009662312,0.011340563,-0.003326619,0.016886928,6.53E-05,-0.005291343,0.007397737,0.002936815,0.000233986,0.002299726,-0.000159301,-0.000708913,0,0.006868865
2/11/19,21242676385,563151,470055810,15476389.78,89256768.13,1.36915E+13,22016.14583,1.241092908,51,122,215,63,0.02766375,0.092857143,51,0.006868865,0.005093016,-0.001140684,-0.000240116,0.000228425,0.012373521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009583484
3/11/19,21132220847,563151,470055810,15476389.78,89256768.13,1.36915E+13,22016.14583,1.241092908,51,136,232,50,0.054300239,0.21,56,-0.009583484,-0.014264004,0.003806624,-0.008159282,0.000480637,-0.016883718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019193396
4/11/19,26170255634,563151,471247114,15476389.78,89256768.13,1.36915E+13,22016.14583,1.241092908,58,284,283,99,0.079346697,-0.1,49,0.019193396,0.019635193,-0.008722033,0.021544061,0.05028324,0.029787793,0,0.000555445,0.00603547,0.006049825,0.002776679,0.033564795,0.004196018,0.003704089,0.00558044,0,0.006511103,0.002883134,0.01083125,-0.002159827,-0.000155337,0.000848787,0.000253375,0.002092315,0.003628324,0,-0.007445857
5/11/19,26198609048,576664,471247114,17451427.1,89256768.13,1.36915E+13,22016.14583,1.137513597,59,273,274,165,0.026587219,-0.040625,54,-0.007445857,0.021354471,0.003825555,0.015824483,0.028091989,0.004394183,-0.018037103,-0.02764512,0.010498642,0.012203725,0.004820031,0.044792857,0.001111403,-0.001185699,0.000175437,0.017558301,0.006206748,-0.000811306,-0.000697438,-0.004329004,-0.003557844,-0.003404806,0.00099917,-0.000881694,-0.004006938,0,0.001964408
6/11/19,23133895765,576664,471247114,17451427.1,91784737.59,1.36915E+13,22016.14583,1.137513597,55,267,399,99,0.073817516,0.044444444,53,0.001964408,0.002470836,0.00152439,0.012095206,0.015259689,0.029314117,0.006347854,0.002397797,-0.012615926,-0.01537657,-0.00030625,-0.027867119,-2.56E-06,0.000702497,-0.0028513,0.00222906,-0.00447965,-0.000308221,0,-0.004130435,-0.000850167,-0.004883835,0.002938282,4.47E-05,8.27E-05,0,-0.009968973
7/11/19,22700383839,576664,471247114,17451427.1,91784737.59,1.36699E+13,22016.14583,1.137513597,56,232,315,93,0.057968906,0.042857143,54,-0.009968973,-0.020564828,0.036910198,-0.018880014,-0.037740302,-0.056935864,-0.017447323,-0.033489078,0.023675296,0.014197038,0.00193979,0.061742,0.006628711,0.002730095,0.002840411,0.001137153,0.001754958,-0.001566027,-0.005773745,0.002182929,-0.001850843,-0.00034314,0.001654074,-0.002623626,-0.001966376,1,-0.049924747
8/11/19,24333037836,576664,472529824,17451427.1,91784737.59,1.36699E+13,22016.14583,1.137513597,58,171,318,133,0.004013183,0,42,-0.049924747,-0.044664987,-0.026422018,-0.020029497,-0.021236036,-0.052928674,-0.001980537,-0.01101935,-0.016886933,0.001574806,0.002139791,0.00363446,0.000232683,0.002560676,0.004836083,0.002638148,-0.004725649,0.002225532,0.001148692,-0.003376171,-0.005972724,-0.00457978,0,-0.003136855,-0.002370116,0,0.000988221
9/11/19,17578630606,519291,472529824,16111246.62,91784737.59,1.36699E+13,22016.14583,1.062813049,50,92,145,70,0.006362215,-0.008333333,38,0.000988221,0.001419054,0.022615907,0.004436452,0.023538661,0.011709564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027451306
10/11/19,20587919881,519291,472529824,16111246.62,90762607.51,1.36699E+13,22016.14583,1.062813049,48,152,162,47,0.068314958,0.075,39,0.027451306,0.024420954,0.02285293,0.024042553,0.030453746,2.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03287918
11/11/19,20265510765,519291,472529824,16111246.62,90762607.51,1.272E+13,22016.14583,1.062813049,53,170,211,96,0.023379245,-0.031111111,40,-0.03287918,-0.016870667,-0.021621622,-0.021045481,-0.030424679,-0.018265307,-0.003969102,-0.001251375,-0.006721392,-0.006638733,-0.001525181,0.005173301,0.000370287,-0.001962467,-0.001301344,-0.002566246,-0.017627035,-0.001897546,-0.000956145,0.000437111,0.001284039,0.000248646,0.000314875,0.000142853,-0.000437254,1,0.006608292
12/11/19,20309769107,519291,473774076,16111246.62,90762607.51,1.272E+13,22016.14583,1.062813049,54,170,309,104,0.031022813,0.056818182,39,0.006608292,0.000201898,0.003683241,0.007298386,-0.009027774,-0.009698764,-0.002335984,-0.005070939,-0.006766964,-0.001055247,0.001120169,-0.017498673,0,0.001564646,0.00257666,0.008064942,0.00018204,-0.000308699,-0.000510432,0.001747679,0.004847457,0.001181227,-0.002084514,-0.000513138,-0.001130067,0,-0.000839349
13/11/19,17545755405,555616,473774076,15067619.93,90762607.51,1.272E+13,22016.14583,1.155403252,53,128,180,166,-0.021156118,-0.004166667,38,-0.000839349,-0.005398662,-0.009908257,0.007574947,-0.003732465,0.002268613,0.006611098,0.013251824,-0.002081786,0.005633797,0.000610367,-0.020429562,0.003325917,0.000711535,-0.000470209,-0.008509377,-0.000949691,-0.001541253,-0.006128312,0.000436157,-0.000488396,-0.002092346,0.000399549,-0.000355941,-0.000912375,0,-0.011372046
14/11/19,19084739975,555616,473774076,15067619.93,90699368.89,1.272E+13,22016.14583,1.155403252,49,175,210,87,0.084848941,-0.03747428,41,-0.011372046,-0.012012939,-0.006671609,-0.012000024,-0.027514591,-0.009687426,0.00690983,0.006805525,-0.006827191,-0.006127424,-0.002134788,-0.029411737,-5.86E-05,0.000837043,-0.000363127,-0.007646628,0.001506546,0.000175753,-0.000770762,0.001743869,0.000128383,7.72E-05,-0.002249191,-0.001146299,-0.00065751,0,-0.024816283
15/11/19,21796856471,555616,473774076,15067619.93,90699368.89,1.272E+13,22016.14583,1.155403252,51,133,278,159,-0.065406842,-0.016666667,38,-0.024816283,-0.013685982,-0.00858209,-0.029454115,-0.027228437,-0.032312456,-0.003057481,-0.004702282,0.006301316,0.016734204,-0.001630029,0.010468283,0.00802426,0.007695488,0.007289822,0.006990436,-0.007365298,0.000389586,0.006042296,0.002828854,0.002176788,0.000661024,0.000400289,0.000157698,-0.007484465,0,0.006920467
16/11/19,16495389808,555616,475069560,15067619.93,90699368.89,1.272E+13,22016.14583,1.155403252,47,202,267,59,0.076677652,0.12,41,0.006920467,0.002904055,0.004516372,0.015661204,0.013037617,0.008530407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318274
17/11/19,18668638897,430853,475069560,16582477.3,90699368.89,1.272E+13,22016.14583,1.108507481,48,159,165,66,0.055082051,-0.1,38,0.00318274,-0.001494944,-0.007868115,0.009658521,0.017207924,0.005180275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031323178
18/11/19,21579470673,430853,475069560,16582477.3,94847233.73,1.272E+13,22016.14583,1.108507481,51,234,454,87,0.030067484,0.068333333,38,-0.031323178,-0.043698206,-0.027190332,-0.024630782,-0.046535633,-0.03619191,0.002453469,0.003070929,-0.006641337,-0.011607796,-0.002142848,-0.014176675,0.001118736,0.000503153,0.001066682,0.004867953,0.007954395,0.001131539,0.003003003,-0.001844418,0.003062465,0.003139603,0.001783032,0.00207227,0.004076125,0,-0.012412694
19/11/19,21083613816,430853,475069560,16582477.3,94847233.73,1.272E+13,22016.14583,1.108507481,56,198,253,93,0.05159761,0.078125,32,-0.012412694,0.007578846,-0.010869565,-0.017191275,-0.020720848,0.003313132,0.001631671,0.006947308,0.013753586,-0.032252413,0.000715816,-0.012168117,-0.003645326,-0.000592594,0.002423377,-0.005300024,0.010007884,8.84E-05,-0.002420691,0.000326087,0.002292351,0.00156127,-0.002515626,0.001182083,-0.001578643,0,-0.021797986
20/11/19,20764300437,430853,476249278,16582477.3,94847233.73,1.272E+13,22016.14583,1.108507481,53,254,308,85,0.052533694,0.043055556,32,-0.021797986,-0.027996816,0.003139717,-0.00990221,-0.005987727,-0.020023442,0,-0.000175423,-0.002638013,0.034414084,0.000715305,-0.026875687,-0.00404273,-0.003756184,-0.00512559,-0.006185646,-0.009925186,-0.0009112,0.000319285,0.001955884,-0.00164854,0.000690006,-0.000259925,-0.0048601,0.002891898,0,-0.047901486
21/11/19,22514243371,584765,476249278,13715760.95,94847233.73,1.272E+13,22016.14583,1.214479803,64,248,284,109,0.047063339,-0.014529915,30,-0.047901486,-0.053665983,-0.05086072,-0.081023107,-0.079721425,-0.030227074,-0.006923283,-0.002924043,-0.00963539,0.025739821,0.000612658,0.019562669,-0.001969757,-0.001582752,-0.002406609,-0.004751491,-0.00467419,-0.000564915,0.000766039,-0.000325344,-0.000187169,-0.000102888,-0.001166451,-0.002307878,-0.003794927,0,-0.045294215
22/11/19,34242315785,584765,476249278,13715760.95,92753027.65,1.272E+13,22016.14583,1.214479803,80,203,237,273,-0.096887938,-0.016666667,20,-0.045294215,-0.082630396,-0.026380874,-0.0693321,-0.064216216,-0.049908495,0,-0.003812237,0.01011064,-0.013827268,0.002857422,0.001128721,0.003937511,0.002174936,0.001607052,0.003225059,-0.010181823,-0.000286022,0.001849844,-0.000976351,-0.000555423,-0.001173406,0.000970833,0.001806411,-0.001409031,0,0.013872153
23/11/19,21008924418,584765,476249278,13715760.95,92753027.65,1.29732E+13,22016.14583,1.214479803,58,59,84,87,-0.081146087,0.05,23,0.013872153,-0.002776569,0.060541914,0.020959943,0.02291172,0.019809987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.047295146
24/11/19,30433517289,584765,477512144,13715760.95,92753027.65,1.29732E+13,22016.14583,1.214479803,58,47,69,54,-0.048056471,0.05625,21,-0.047295146,-0.06185831,-0.055888224,-0.06898212,-0.081555114,-0.055057794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013935578
25/11/19,42685231262,495578,477512144,11205569.82,92753027.65,1.29732E+13,22016.14583,1.076081424,72,104,139,106,-0.020081662,0.157142857,17,0.013935578,-0.033228479,-0.033403805,0.025496819,0.024502744,-0.020440555,-0.004442622,-0.006711823,0,0.004154368,0.000508833,-0.005636973,0.006846541,0.007507292,0.013217364,0.007784823,0.00732762,-0.001311991,-0.002037438,-0.001303073,-0.005141681,-0.003912936,-0.001433752,-0.001330456,0.000380003,0,0.010108586
26/11/19,21129505542,495578,477512144,11205569.82,90238982.02,1.29732E+13,22016.14583,1.076081424,70,220,139,163,0.050651149,0.030769231,21,0.010108586,0.009627305,0.002187227,0.016989347,0.031485795,0.016114604,0.002196947,0.00942448,0.010198282,0.006895389,-0.000711958,-0.013605469,0.00196708,0.00219557,0.001788528,0.003456421,0.003467376,-0.000454275,-0.001531198,-0.002392084,0.003405306,-0.000737578,0.000394144,-0.00055576,-0.00229682,0,0.043402102
27/11/19,23991412764,495578,477512144,11205569.82,90238982.02,1.29732E+13,22016.14583,1.076081424,63,145,200,75,0.041245714,0.061666667,20,0.043402102,0.002307678,0.02095155,0.027157282,0.015557652,0.013216552,-0.004384179,-0.00692895,0,-0.005136094,0.001628536,0.015517213,0.0015049,0.004174424,0.006620082,0.002757384,-0.00412028,0.000226558,-0.000702875,-0.000980926,-0.002816882,0.000738123,0.000429166,0.002568827,0.001859394,0,-0.009102586
28/11/19,19050116751,495578,478697560,11205569.82,90238982.02,1.29732E+13,22016.14583,1.076081424,58,91,167,119,-0.096249602,0,32,-0.009102586,0.031807817,-0.011115861,-0.008450293,-0.01982667,-0.002270254,0,0,0,0,0,0,0,0,0,-0.001221486,-0.003435761,-0.000944234,-0.000255771,-0.002400175,0.005365872,-0.001606705,0.000654022,-0.001248613,-0.003211077,0,0.039948206
29/11/19,19709695456,543960,478697560,14142605.49,90238982.02,1.29732E+13,22016.14583,1.055517757,55,97,261,91,-0.003858352,0.05,31,0.039948206,0.089136286,0.06182447,0.023639834,0.03872347,0.025145785,0.008394077,0.00337034,-0.012151815,-0.050593743,-0.001422691,0.005093414,-0.003997651,-0.00401122,-0.004561647,-0.004922456,-0.008707836,0.000167992,-0.001535018,-0.001421697,-0.0013171,0.000627905,-0.000920655,0.000443739,0.000265989,0,-0.024688539
30/11/19,17158194786,543960,478697560,14142605.49,91115589.19,1.29732E+13,22016.14583,1.055517757,50,56,110,49,-0.015724186,-0.083333333,38,-0.024688539,-0.033143466,-0.055374593,-0.017800331,-0.028718344,-0.016258543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019200067
1/12/19,18720708479,543960,478697560,14142605.49,91115589.19,1.29732E+13,22016.14583,1.055517757,51,53,60,26,0.055471942,0,25,-0.019200067,-0.035340114,-0.012068966,-0.008876104,0.00496553,-0.005038093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013779656
2/12/19,17082040706,543960,479870557,14142605.49,91115589.19,1.29732E+13,22016.14583,1.055517757,55,303,203,110,0.133569805,0.0625,28,-0.013779656,-0.027671205,-0.02486911,-0.014065955,-0.039700422,-0.025526718,-0.002251588,-0.007837788,-0.003595771,0.014319393,-0.004172138,0.033783751,-0.009567116,-0.008631021,-0.011249187,0.010113795,0.00192973,-0.001338249,-0.003651272,-0.000109517,0,0.000661111,0.000407994,-0.000316057,-0.000620476,0,-0.000251677
3/12/19,14797485769,565368,479870557,14637722.11,91115589.19,1.29732E+13,22016.14583,0.961583019,54,221,205,131,0.080578456,0.013333333,28,-0.000251677,-0.004349802,-0.008053691,-0.007397985,-0.009503311,0.001316179,0.010873214,0.017165571,-0.009306702,0.002501776,-0.00122627,-0.069172101,-0.010086316,-0.006638095,-0.005526452,-0.006361778,0.003917667,0.000798556,0.001864472,0.004600219,0.002148241,0.005451473,-0.000963317,-0.00143599,0.007985454,0,-0.009304575
4/12/19,21664240918,565368,479870557,14637722.11,92681782.33,1.29732E+13,22016.14583,0.961583019,56,140,517,112,0.005205202,0.034722222,24,-0.009304575,-0.014965617,-0.00405954,-0.008169157,-0.004157016,-0.016018529,-0.00284126,-0.019153233,0.013803686,0.041533011,-0.000920773,0.042129917,0.005343772,0.006323568,0.005402209,-0.010461166,-0.000329336,0.002053548,0.00128345,0.003488879,0.004419414,0.000554196,-0.003103885,0.000835429,0.00438199,0,0.027064535
5/12/19,18816085231,565368,479870557,14637722.11,92681782.33,1.2956E+13,22016.14583,0.961583019,52,97,185,86,0.011949185,-0.014285714,21,0.027064535,-0.006277804,0.006793478,0.017044563,0.002404985,0.030413939,0.001967452,0.008632407,0.001701934,0,-0.002457735,0.008983735,0.001013019,0.001500251,0.00047046,0.007125901,0.007674335,0.000880821,0.003589053,-0.001738375,0.008731464,-0.000200266,0.001602666,0.007519227,0.000131412,1,0.013249851
6/12/19,18104466307,565368,481170589,14637722.11,92681782.33,1.2956E+13,22016.14583,0.961583019,51,118,117,77,0.073367628,0,29,0.013249851,0.0413274,0.001349528,-0.000365498,0.008133937,0.01155975,-0.012052304,-0.027210398,0.023598263,0.01317817,0.002977038,0.025041712,0.012185637,0.009135724,0.01001436,0.002330916,0.005934349,0.001307807,0.002937608,0.000870701,0.003592318,0.002021108,0.000726037,0.001267818,-0.002423499,0,0.001224489
7/12/19,15453520564,465570,481170589,15286888.49,92681782.33,1.2956E+13,22016.14583,0.865809871,46,59,75,47,-0.003368508,-0.093076923,32,0.001224489,0.004416384,0.001796945,-0.002857242,-0.000648756,0.013037401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001072944
8/12/19,15409908086,465570,481170589,15286888.49,96880815.35,1.2956E+13,22016.14583,0.865809871,45,63,75,47,0.020145405,0,28,0.001072944,-0.011565999,0.003587444,0.016781593,0.006845987,0.008711095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021607396
9/12/19,17872021272,465570,481170589,15286888.49,96880815.35,1.28768E+13,22016.14583,0.865809871,49,273,221,136,0.064873492,0.24,32,-0.021607396,-0.013054878,-0.013404826,-0.020094247,-0.022059574,-0.021624289,0.000137121,0.003094393,0.013094817,-0.003040546,-0.0006141,-0.007057553,-0.003764437,-0.003162821,-0.004008557,0.003267,-0.001778015,-1.50E-05,0.000700414,0.001087429,-0.001431784,-0.004190743,0.001352408,-0.00557081,0.000339529,1,-0.016589846
10/12/19,18249031195,465570,482362284,15286888.49,96880815.35,1.28768E+13,22016.14583,0.865809871,49,269,197,174,0.020643281,0.043333333,26,-0.016589846,-0.024707568,-0.001811594,-0.013210508,-0.006564463,-0.005100917,0.002261308,0.003871345,0.003276921,0.003727571,-0.002355548,0.00218696,-0.0009989,-0.001096934,-0.000655359,-0.000875338,0.001267505,0.000839453,0.001781624,0.000434499,0.000473379,0.000551592,-0.000555708,0.000960611,-0.001070908,0,-0.00833902
11/12/19,16350490689,521113,482362284,12062018.83,96880815.35,1.28768E+13,22016.14583,1.195490902,52,151,196,156,-0.026188867,0,20,-0.00833902,-0.009641506,-0.00862069,-0.018179368,-0.01564689,-0.010026607,0.004649288,0.008917739,0.009798567,-0.00810269,-0.002566472,-0.023458802,0.001060913,0.002908158,0.004395233,-0.000782995,0.000606325,0.000808843,0.00050813,-0.001737242,-0.001103015,0.002508814,0.000696781,0.000460651,-0.002431166,0,0.0035618
12/12/19,18927080224,521113,482362284,12062018.83,93446264.22,1.28768E+13,22016.14583,1.195490902,51,105,419,102,-0.006619489,0.035714286,23,0.0035618,0.008612883,0.001372998,0.013898962,0.003105442,-0.009880533,-0.001837534,0.006032002,0.002515712,0.007147754,0.00247013,0.059776534,0.007908983,0.008575226,0.007311087,0.00140866,-0.003004292,0.001253712,0.00285678,0.001957799,0.005240155,0.003886322,-0.000640029,0.004425768,0.008675162,0,0.003665581
13/12/19,17125736940,521113,482362284,12062018.83,93446264.22,1.28768E+13,22016.14583,1.195490902,48,96,190,81,-0.01326594,0.016666667,22,0.003665581,0.010480242,-0.005941499,-0.004527733,0.008357393,0.004075303,0.006068061,0.003977522,-0.003226407,0.015038854,-0.002361431,-0.041117528,0.000118373,7.26E-05,0.002014331,0.025540828,0.019839738,0.003774061,0.010001899,-0.007815892,0.020846054,0.004507959,0.002603983,0.001520129,0.008243953,0,-0.019947322
14/12/19,17137029730,521113,483610063,12062018.83,93446264.22,1.28768E+13,22016.14583,1.195490902,48,46,142,270,-0.289221834,0,27,-0.019947322,-0.015136025,-0.002298851,-0.014319358,-0.016386593,-0.01539716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003877782
15/12/19,16881129804,434034,483610063,11126047.87,93446264.22,1.28768E+13,22016.14583,1.12013029,45,46,57,43,-0.008530822,0.0625,21,0.003877782,0.021851352,-0.007373272,0.00172016,0.000792304,0.005727963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030734342
16/12/19,20213265950,434034,483610063,11126047.87,90347136.68,1.28768E+13,22016.14583,1.12013029,52,124,121,144,-0.059293059,-0.066666667,24,-0.030734342,-0.090412146,-0.015320334,-0.066386905,-0.077303783,-0.052040054,-0.000406598,0.006326776,0.014385888,0.002330604,-0.001029109,0.040131915,0.003572362,0.007147785,0.009084336,-0.002945082,0.004870016,-0.002311064,-0.003008461,0.000109409,-0.009053622,-0.005506854,0.006829987,-0.002328028,-0.007555799,0,-0.042115565
17/12/19,22363804217,434034,483610063,11126047.87,90347136.68,1.28768E+13,22016.14583,1.12013029,62,168,184,118,0.040893617,0.071428571,23,-0.042115565,-0.108758964,-0.048561999,-0.08240257,-0.081508182,-0.113528766,-0.000271203,-0.002408982,-0.000354522,0.012124225,0.001442252,-0.001585572,0.001107439,0.000335292,0.001035812,0.004749828,0.01360566,-0.00049444,0.006789464,-0.001640958,-0.006051701,0.001124549,-0.001387407,0.001549049,-6.84E-05,0,0.095819012
